plan_id,sku_id,planned_date,planned_quantity,actual_produced_quantity,machine_id
PLAN-00002415,SKU-FLO-018,2024-06-02,31440,34245,M5
PLAN-00002416,SKU-FLO-018,2024-06-09,33688,28392,M4
PLAN-00002417,SKU-FLO-018,2024-06-16,32489,33433,M6
PLAN-00002418,SKU-FLO-018,2024-06-23,32634,31969,M2
PLAN-00002419,SKU-FLO-018,2024-06-30,31517,26508,M2
PLAN-00002420,SKU-FLO-018,2024-07-07,30147,25077,M1
PLAN-00002421,SKU-FLO-018,2024-07-14,30602,27531,M5
PLAN-00002422,SKU-FLO-018,2024-07-21,32856,31320,M4
PLAN-00002423,SKU-FLO-018,2024-07-28,30350,31563,M5
PLAN-00002424,SKU-FLO-018,2024-08-04,30471,27953,M3
PLAN-00002425,SKU-FLO-018,2024-08-11,27058,27960,M2
PLAN-00002426,SKU-FLO-018,2024-08-18,31696,32027,M6
PLAN-00002427,SKU-FLO-018,2024-08-25,36566,37691,M6
PLAN-00002428,SKU-FLO-018,2024-09-01,31728,32027,M1
PLAN-00002429,SKU-FLO-018,2024-09-08,30390,28244,M2
PLAN-00002430,SKU-FLO-018,2024-09-15,30618,32242,M5
PLAN-00002431,SKU-FLO-018,2024-09-22,31675,29304,M5
PLAN-00002432,SKU-FLO-018,2024-09-29,29223,27939,M5
PLAN-00002433,SKU-FLO-018,2024-10-06,30951,27782,M2
PLAN-00002434,SKU-FLO-018,2024-10-13,32253,28169,M2
PLAN-00002435,SKU-FLO-018,2024-10-20,30560,28578,M6
PLAN-00002436,SKU-FLO-018,2024-10-27,30641,33229,M1
PLAN-00002437,SKU-FLO-018,2024-11-03,29952,31321,M6
PLAN-00002438,SKU-FLO-018,2024-11-10,28535,26423,M1
PLAN-00002439,SKU-FLO-018,2024-11-17,32160,32250,M4
PLAN-00002440,SKU-FLO-018,2024-11-24,28191,29037,M4
PLAN-00002441,SKU-FLO-018,2024-12-01,31728,31187,M3
PLAN-00002442,SKU-FLO-018,2024-12-08,30369,25280,M1
PLAN-00002443,SKU-FLO-018,2024-12-15,33726,32761,M1
PLAN-00002444,SKU-FLO-018,2024-12-22,28905,30689,M5
PLAN-00002445,SKU-FLO-018,2024-12-29,29679,27438,M4
PLAN-00002446,SKU-FLO-018,2025-01-05,32143,29376,M2
PLAN-00002447,SKU-FLO-018,2025-01-12,28885,28687,M4
PLAN-00002448,SKU-FLO-018,2025-01-19,33276,34580,M3
PLAN-00002449,SKU-FLO-018,2025-01-26,28804,30531,M1
PLAN-00002450,SKU-FLO-018,2025-02-02,29853,30383,M4
PLAN-00002451,SKU-FLO-018,2025-02-09,31888,27881,M3
PLAN-00002452,SKU-FLO-018,2025-02-16,29507,29835,M1
PLAN-00002453,SKU-FLO-018,2025-02-23,32025,30570,M1
PLAN-00002454,SKU-FLO-018,2025-03-02,42240,36044,M3
PLAN-00002455,SKU-FLO-018,2025-03-09,40408,41232,M5
PLAN-00002456,SKU-FLO-018,2025-03-16,44198,47023,M1
PLAN-00002457,SKU-FLO-018,2025-03-23,42483,40750,M6
PLAN-00002458,SKU-FLO-018,2025-03-30,32947,30106,M3
PLAN-00002459,SKU-FLO-018,2025-04-06,28860,25947,M4
PLAN-00002460,SKU-FLO-018,2025-04-13,27281,26886,M4
PLAN-00002461,SKU-FLO-018,2025-04-20,34369,34787,M1
PLAN-00002462,SKU-FLO-018,2025-04-27,31449,34241,M2
PLAN-00002463,SKU-FLO-018,2025-05-04,28648,27973,M5
PLAN-00002464,SKU-FLO-018,2025-05-11,30932,32004,M2
PLAN-00002465,SKU-FLO-018,2025-05-18,30554,33607,M6
PLAN-00002466,SKU-FLO-018,2025-05-25,30784,30787,M1
PLAN-00002467,SKU-FLO-018,2025-06-01,30719,28555,M1
PLAN-00002468,SKU-FLO-018,2025-06-08,29969,28133,M5
PLAN-00002469,SKU-FLO-018,2025-06-15,30148,31231,M5
PLAN-00002470,SKU-FLO-018,2025-06-22,31934,29673,M3
PLAN-00002471,SKU-FLO-019,2023-01-01,18235,18925,M5
PLAN-00002472,SKU-FLO-019,2023-01-08,20107,20261,M1
PLAN-00002473,SKU-FLO-019,2023-01-15,20191,18562,M3
PLAN-00002474,SKU-FLO-019,2023-01-22,19369,20860,M4
PLAN-00002475,SKU-FLO-019,2023-01-29,19511,19553,M2
PLAN-00002476,SKU-FLO-019,2023-02-05,19009,18821,M4
PLAN-00002477,SKU-FLO-019,2023-02-12,17780,19397,M5
PLAN-00002478,SKU-FLO-019,2023-02-19,18921,18319,M4
PLAN-00002479,SKU-FLO-019,2023-02-26,17805,15876,M4
PLAN-00002480,SKU-FLO-019,2023-03-05,20406,19903,M2
PLAN-00002481,SKU-FLO-019,2023-03-12,18531,18732,M3
PLAN-00002482,SKU-FLO-019,2023-03-19,21632,20017,M1
PLAN-00002483,SKU-FLO-019,2023-03-26,28765,29314,M2
PLAN-00002484,SKU-FLO-019,2023-04-02,24176,22660,M6
PLAN-00002485,SKU-FLO-019,2023-04-09,23608,25872,M3
PLAN-00002486,SKU-FLO-019,2023-04-16,25040,29024,M3
PLAN-00002487,SKU-FLO-019,2023-04-23,19858,21224,M3
PLAN-00002488,SKU-FLO-019,2023-04-30,18919,19657,M2
PLAN-00002489,SKU-FLO-019,2023-05-07,20316,21846,M6
PLAN-00002490,SKU-FLO-019,2023-05-14,23335,24255,M5
PLAN-00002491,SKU-FLO-019,2023-05-21,18274,19252,M4
PLAN-00002492,SKU-FLO-019,2023-05-28,19232,18670,M3
PLAN-00002493,SKU-FLO-019,2023-06-04,20337,21603,M3
PLAN-00002494,SKU-FLO-019,2023-06-11,19942,21991,M3
PLAN-00002495,SKU-FLO-019,2023-06-18,20494,20402,M2
PLAN-00002496,SKU-FLO-019,2023-06-25,22228,24030,M4
PLAN-00002497,SKU-FLO-019,2023-07-02,20714,21651,M4
PLAN-00002498,SKU-FLO-019,2023-07-09,19603,17868,M1
PLAN-00002499,SKU-FLO-019,2023-07-16,20786,20173,M3
PLAN-00002500,SKU-FLO-019,2023-07-23,19763,17920,M3
PLAN-00002501,SKU-FLO-019,2023-07-30,17425,19543,M3
PLAN-00002502,SKU-FLO-019,2023-08-06,19887,19382,M6
PLAN-00002503,SKU-FLO-019,2023-08-13,21955,21081,M5
PLAN-00002504,SKU-FLO-019,2023-08-20,19841,17242,M2
PLAN-00002505,SKU-FLO-019,2023-08-27,21033,21766,M3
PLAN-00002506,SKU-FLO-019,2023-09-03,20746,20801,M6
PLAN-00002507,SKU-FLO-019,2023-09-10,19971,19103,M6
PLAN-00002508,SKU-FLO-019,2023-09-17,21781,24486,M2
PLAN-00002509,SKU-FLO-019,2023-09-24,20848,20029,M1
PLAN-00002510,SKU-FLO-019,2023-10-01,19301,18599,M5
PLAN-00002511,SKU-FLO-019,2023-10-08,21887,22856,M4
PLAN-00002512,SKU-FLO-019,2023-10-15,20185,22130,M6
PLAN-00002513,SKU-FLO-019,2023-10-22,18435,17591,M2
PLAN-00002514,SKU-FLO-019,2023-10-29,19006,20259,M2
PLAN-00002515,SKU-FLO-019,2023-11-05,17780,17494,M5
PLAN-00002516,SKU-FLO-019,2023-11-12,18801,15896,M2
PLAN-00002517,SKU-FLO-019,2023-11-19,21690,20075,M5
PLAN-00002518,SKU-FLO-019,2023-11-26,19235,18708,M4
PLAN-00002519,SKU-FLO-019,2023-12-03,19291,20254,M3
PLAN-00002520,SKU-FLO-019,2023-12-10,19779,20782,M6
PLAN-00002521,SKU-FLO-019,2023-12-17,19830,18560,M1
PLAN-00002522,SKU-FLO-019,2023-12-24,16924,15312,M4
PLAN-00002523,SKU-FLO-019,2023-12-31,21045,23582,M5
PLAN-00002524,SKU-FLO-019,2024-01-07,19956,21020,M1
PLAN-00002525,SKU-FLO-019,2024-01-14,19669,17270,M6
PLAN-00002526,SKU-FLO-019,2024-01-21,19301,17672,M5
PLAN-00002527,SKU-FLO-019,2024-01-28,19411,20349,M5
PLAN-00002528,SKU-FLO-019,2024-02-04,22163,20835,M4
PLAN-00002529,SKU-FLO-019,2024-02-11,21475,20645,M5
PLAN-00002530,SKU-FLO-019,2024-02-18,19006,18509,M5
PLAN-00002531,SKU-FLO-019,2024-02-25,21738,20468,M6
PLAN-00002532,SKU-FLO-019,2024-03-03,20844,23006,M5
PLAN-00002533,SKU-FLO-019,2024-03-10,23651,25363,M1
PLAN-00002534,SKU-FLO-019,2024-03-17,25520,23088,M2
PLAN-00002535,SKU-FLO-019,2024-03-24,27288,29808,M3
PLAN-00002536,SKU-FLO-019,2024-03-31,26916,25113,M4
PLAN-00002537,SKU-FLO-019,2024-04-07,21350,22537,M5
PLAN-00002538,SKU-FLO-019,2024-04-14,18307,19174,M3
PLAN-00002539,SKU-FLO-019,2024-04-21,20433,18851,M6
PLAN-00002540,SKU-FLO-019,2024-04-28,19534,18319,M6
PLAN-00002541,SKU-FLO-019,2024-05-05,21281,22948,M1
PLAN-00002542,SKU-FLO-019,2024-05-12,18116,17257,M6
PLAN-00002543,SKU-FLO-019,2024-05-19,18153,20314,M4
PLAN-00002544,SKU-FLO-019,2024-05-26,20082,19873,M4
PLAN-00002545,SKU-FLO-019,2024-06-02,22045,21673,M5
PLAN-00002546,SKU-FLO-019,2024-06-09,21529,17866,M1
PLAN-00002547,SKU-FLO-019,2024-06-16,21043,20873,M4
PLAN-00002548,SKU-FLO-019,2024-06-23,20623,21786,M5
PLAN-00002549,SKU-FLO-019,2024-06-30,18311,19613,M6
PLAN-00002550,SKU-FLO-019,2024-07-07,19677,18793,M2
PLAN-00002551,SKU-FLO-019,2024-07-14,20031,17317,M2
PLAN-00002552,SKU-FLO-019,2024-07-21,19665,22591,M4
PLAN-00002553,SKU-FLO-019,2024-07-28,20079,20795,M3
PLAN-00002554,SKU-FLO-019,2024-08-04,21000,21341,M3
PLAN-00002555,SKU-FLO-019,2024-08-11,23198,26168,M1
PLAN-00002556,SKU-FLO-019,2024-08-18,21459,22505,M6
PLAN-00002557,SKU-FLO-019,2024-08-25,23537,24012,M2
PLAN-00002558,SKU-FLO-019,2024-09-01,22484,23366,M4
PLAN-00002559,SKU-FLO-019,2024-09-08,20288,19144,M4
PLAN-00002560,SKU-FLO-019,2024-09-15,18724,18883,M6
PLAN-00002561,SKU-FLO-019,2024-09-22,18150,20963,M4
PLAN-00002562,SKU-FLO-019,2024-09-29,19589,20746,M1
PLAN-00002563,SKU-FLO-019,2024-10-06,21952,22220,M3
PLAN-00002564,SKU-FLO-019,2024-10-13,19645,20483,M3
PLAN-00002565,SKU-FLO-019,2024-10-20,22839,20086,M6
PLAN-00002566,SKU-FLO-019,2024-10-27,18746,19373,M1
PLAN-00002567,SKU-FLO-019,2024-11-03,20139,17727,M1
PLAN-00002568,SKU-FLO-019,2024-11-10,21244,22942,M6
PLAN-00002569,SKU-FLO-019,2024-11-17,20393,18437,M6
PLAN-00002570,SKU-FLO-019,2024-11-24,19256,21038,M5
PLAN-00002571,SKU-FLO-019,2024-12-01,18476,18171,M4
PLAN-00002572,SKU-FLO-019,2024-12-08,19837,19857,M5
PLAN-00002573,SKU-FLO-019,2024-12-15,20642,22378,M6
PLAN-00002574,SKU-FLO-019,2024-12-22,19324,20626,M3
PLAN-00002575,SKU-FLO-019,2024-12-29,19804,22098,M1
PLAN-00002576,SKU-FLO-019,2025-01-05,22887,25583,M3
PLAN-00002577,SKU-FLO-019,2025-01-12,22322,21554,M5
PLAN-00002578,SKU-FLO-019,2025-01-19,21229,19485,M1
PLAN-00002579,SKU-FLO-019,2025-01-26,20028,23339,M2
PLAN-00002580,SKU-FLO-019,2025-02-02,20721,19348,M2
PLAN-00002581,SKU-FLO-019,2025-02-09,21863,20813,M2
PLAN-00002582,SKU-FLO-019,2025-02-16,20536,23253,M4
PLAN-00002583,SKU-FLO-019,2025-02-23,18653,17317,M6
PLAN-00002584,SKU-FLO-019,2025-03-02,28684,27322,M3
PLAN-00002585,SKU-FLO-019,2025-03-09,27264,23896,M3
PLAN-00002586,SKU-FLO-019,2025-03-16,27101,28952,M3
PLAN-00002587,SKU-FLO-019,2025-03-23,28319,30981,M2
PLAN-00002588,SKU-FLO-019,2025-03-30,22320,22787,M4
PLAN-00002589,SKU-FLO-019,2025-04-06,21686,22293,M2
PLAN-00002590,SKU-FLO-019,2025-04-13,22627,25020,M5
PLAN-00002591,SKU-FLO-019,2025-04-20,20807,20871,M1
PLAN-00002592,SKU-FLO-019,2025-04-27,21108,21090,M5
PLAN-00002593,SKU-FLO-019,2025-05-04,22320,19172,M2
PLAN-00002594,SKU-FLO-019,2025-05-11,19229,18386,M6
PLAN-00002595,SKU-FLO-019,2025-05-18,20601,20481,M2
PLAN-00002596,SKU-FLO-019,2025-05-25,22150,21147,M3
PLAN-00002597,SKU-FLO-019,2025-06-01,21493,22136,M1
PLAN-00002598,SKU-FLO-019,2025-06-08,20668,23125,M2
PLAN-00002599,SKU-FLO-019,2025-06-15,21945,19683,M6
PLAN-00002600,SKU-FLO-019,2025-06-22,17636,17259,M5
PLAN-00002601,SKU-FLO-020,2023-01-01,16614,16981,M5
PLAN-00002602,SKU-FLO-020,2023-01-08,18462,16489,M3
PLAN-00002603,SKU-FLO-020,2023-01-15,16643,17422,M5
PLAN-00002604,SKU-FLO-020,2023-01-22,17197,18845,M5
PLAN-00002605,SKU-FLO-020,2023-01-29,17414,18060,M2
PLAN-00002606,SKU-FLO-020,2023-02-05,16584,15245,M4
PLAN-00002607,SKU-FLO-020,2023-02-12,17724,17238,M2
PLAN-00002608,SKU-FLO-020,2023-02-19,18445,17743,M1
PLAN-00002609,SKU-FLO-020,2023-02-26,16967,15510,M3
PLAN-00002610,SKU-FLO-020,2023-03-05,16690,16869,M6
PLAN-00002611,SKU-FLO-020,2023-03-12,17152,18499,M1
PLAN-00002612,SKU-FLO-020,2023-03-19,18345,20915,M4
PLAN-00002613,SKU-FLO-020,2023-03-26,20173,19751,M1
PLAN-00002614,SKU-FLO-020,2023-04-02,21751,22092,M2
PLAN-00002615,SKU-FLO-020,2023-04-09,23453,24455,M3
PLAN-00002616,SKU-FLO-020,2023-04-16,23837,23083,M3
PLAN-00002617,SKU-FLO-020,2023-04-23,19474,21277,M4
PLAN-00002618,SKU-FLO-020,2023-04-30,17235,16967,M1
PLAN-00002619,SKU-FLO-020,2023-05-07,16984,16108,M3
PLAN-00002620,SKU-FLO-020,2023-05-14,17277,16330,M3
PLAN-00002621,SKU-FLO-020,2023-05-21,16750,14639,M3
PLAN-00002622,SKU-FLO-020,2023-05-28,16565,16058,M4
PLAN-00002623,SKU-FLO-020,2023-06-04,17431,17553,M2
PLAN-00002624,SKU-FLO-020,2023-06-11,17546,18275,M1
PLAN-00002625,SKU-FLO-020,2023-06-18,17497,16632,M5
PLAN-00002626,SKU-FLO-020,2023-06-25,18557,19748,M2
PLAN-00002627,SKU-FLO-020,2023-07-02,17027,18693,M3
PLAN-00002628,SKU-FLO-020,2023-07-09,17619,17583,M5
PLAN-00002629,SKU-FLO-020,2023-07-16,18045,17361,M4
PLAN-00002630,SKU-FLO-020,2023-07-23,15989,16311,M5
PLAN-00002631,SKU-FLO-020,2023-07-30,17818,18579,M4
PLAN-00002632,SKU-FLO-020,2023-08-06,17555,17702,M2
PLAN-00002633,SKU-FLO-020,2023-08-13,18020,19688,M1
PLAN-00002634,SKU-FLO-020,2023-08-20,17169,16932,M4
PLAN-00002635,SKU-FLO-020,2023-08-27,18188,17779,M2
PLAN-00002636,SKU-FLO-020,2023-09-03,18550,17369,M2
PLAN-00002637,SKU-FLO-020,2023-09-10,17851,18005,M1
PLAN-00002638,SKU-FLO-020,2023-09-17,17572,17810,M2
PLAN-00002639,SKU-FLO-020,2023-09-24,17200,18609,M1
PLAN-00002640,SKU-FLO-020,2023-10-01,17413,16741,M1
PLAN-00002641,SKU-FLO-020,2023-10-08,17357,16406,M2
PLAN-00002642,SKU-FLO-020,2023-10-15,16383,16830,M6
PLAN-00002643,SKU-FLO-020,2023-10-22,17624,16623,M5
PLAN-00002644,SKU-FLO-020,2023-10-29,16305,16359,M5
PLAN-00002645,SKU-FLO-020,2023-11-05,16881,16658,M1
PLAN-00002646,SKU-FLO-020,2023-11-12,16552,16889,M5
PLAN-00002647,SKU-FLO-020,2023-11-19,17665,17516,M6
PLAN-00002648,SKU-FLO-020,2023-11-26,19042,17352,M5
PLAN-00002649,SKU-FLO-020,2023-12-03,17943,16641,M1
PLAN-00002650,SKU-FLO-020,2023-12-10,16134,18385,M3
PLAN-00002651,SKU-FLO-020,2023-12-17,18297,16856,M4
PLAN-00002652,SKU-FLO-020,2023-12-24,17054,16960,M6
PLAN-00002653,SKU-FLO-020,2023-12-31,17714,19126,M1
PLAN-00002654,SKU-FLO-020,2024-01-07,17876,16687,M2
PLAN-00002655,SKU-FLO-020,2024-01-14,17763,18566,M5
PLAN-00002656,SKU-FLO-020,2024-01-21,18548,19936,M1
PLAN-00002657,SKU-FLO-020,2024-01-28,17984,15005,M5
PLAN-00002658,SKU-FLO-020,2024-02-04,16490,17621,M2
PLAN-00002659,SKU-FLO-020,2024-02-11,17360,18180,M6
PLAN-00002660,SKU-FLO-020,2024-02-18,17823,17978,M4
PLAN-00002661,SKU-FLO-020,2024-02-25,18810,16665,M6
PLAN-00002662,SKU-FLO-020,2024-03-03,17671,16908,M1
PLAN-00002663,SKU-FLO-020,2024-03-10,21888,22064,M2
PLAN-00002664,SKU-FLO-020,2024-03-17,21571,22513,M5
PLAN-00002665,SKU-FLO-020,2024-03-24,23485,26592,M4
PLAN-00002666,SKU-FLO-020,2024-03-31,21432,21116,M3
PLAN-00002667,SKU-FLO-020,2024-04-07,19314,22047,M5
PLAN-00002668,SKU-FLO-020,2024-04-14,17012,18368,M6
PLAN-00002669,SKU-FLO-020,2024-04-21,16965,15845,M6
PLAN-00002670,SKU-FLO-020,2024-04-28,17818,18920,M2
PLAN-00002671,SKU-FLO-020,2024-05-05,16328,16477,M1
PLAN-00002672,SKU-FLO-020,2024-05-12,18153,17850,M3
PLAN-00002673,SKU-FLO-020,2024-05-19,17527,15974,M3
PLAN-00002674,SKU-FLO-020,2024-05-26,17604,17599,M6
PLAN-00002675,SKU-FLO-020,2024-06-02,17276,15746,M2
PLAN-00002676,SKU-FLO-020,2024-06-09,18834,20005,M2
PLAN-00002677,SKU-FLO-020,2024-06-16,18265,17769,M1
PLAN-00002678,SKU-FLO-020,2024-06-23,17413,18082,M2
PLAN-00002679,SKU-FLO-020,2024-06-30,18532,17534,M6
PLAN-00002680,SKU-FLO-020,2024-07-07,19128,20284,M1
PLAN-00002681,SKU-FLO-020,2024-07-14,16411,16849,M6
PLAN-00002682,SKU-FLO-020,2024-07-21,17520,15608,M4
PLAN-00002683,SKU-FLO-020,2024-07-28,18009,15475,M5
PLAN-00002684,SKU-FLO-020,2024-08-04,17803,21234,M5
PLAN-00002685,SKU-FLO-020,2024-08-11,16920,14726,M4
PLAN-00002686,SKU-FLO-020,2024-08-18,20415,21584,M4
PLAN-00002687,SKU-FLO-020,2024-08-25,18925,19251,M1
PLAN-00002688,SKU-FLO-020,2024-09-01,18917,20972,M5
PLAN-00002689,SKU-FLO-020,2024-09-08,16549,16389,M4
PLAN-00002690,SKU-FLO-020,2024-09-15,17929,16864,M4
PLAN-00002691,SKU-FLO-020,2024-09-22,17196,17855,M6
PLAN-00002692,SKU-FLO-020,2024-09-29,19811,20216,M4
PLAN-00002693,SKU-FLO-020,2024-10-06,17858,17277,M5
PLAN-00002694,SKU-FLO-020,2024-10-13,15383,15655,M4
PLAN-00002695,SKU-FLO-020,2024-10-20,17803,19484,M4
PLAN-00002696,SKU-FLO-020,2024-10-27,17813,17581,M4
PLAN-00002697,SKU-FLO-020,2024-11-03,17520,19057,M2
PLAN-00002698,SKU-FLO-020,2024-11-10,17114,15012,M6
PLAN-00002699,SKU-FLO-020,2024-11-17,17081,17317,M4
PLAN-00002700,SKU-FLO-020,2024-11-24,17248,16903,M6
PLAN-00002701,SKU-FLO-020,2024-12-01,17021,16543,M5
PLAN-00002702,SKU-FLO-020,2024-12-08,17475,15580,M6
PLAN-00002703,SKU-FLO-020,2024-12-15,17287,20507,M4
PLAN-00002704,SKU-FLO-020,2024-12-22,17365,17180,M4
PLAN-00002705,SKU-FLO-020,2024-12-29,17997,17422,M3
PLAN-00002706,SKU-FLO-020,2025-01-05,17845,17121,M2
PLAN-00002707,SKU-FLO-020,2025-01-12,16212,15668,M3
PLAN-00002708,SKU-FLO-020,2025-01-19,17627,15673,M4
PLAN-00002709,SKU-FLO-020,2025-01-26,17862,17229,M4
PLAN-00002710,SKU-FLO-020,2025-02-02,19446,20046,M3
PLAN-00002711,SKU-FLO-020,2025-02-09,19074,18090,M6
PLAN-00002712,SKU-FLO-020,2025-02-16,17182,17289,M2
PLAN-00002713,SKU-FLO-020,2025-02-23,19776,20403,M5
PLAN-00002714,SKU-FLO-020,2025-03-02,22430,23167,M3
PLAN-00002715,SKU-FLO-020,2025-03-09,22345,23514,M2
PLAN-00002716,SKU-FLO-020,2025-03-16,23041,20680,M3
PLAN-00002717,SKU-FLO-020,2025-03-23,22586,22848,M6
PLAN-00002718,SKU-FLO-020,2025-03-30,18955,19294,M2
PLAN-00002719,SKU-FLO-020,2025-04-06,20021,21927,M3
PLAN-00002720,SKU-FLO-020,2025-04-13,18608,19396,M6
PLAN-00002721,SKU-FLO-020,2025-04-20,17837,17420,M1
PLAN-00002722,SKU-FLO-020,2025-04-27,15897,15728,M4
PLAN-00002723,SKU-FLO-020,2025-05-04,16299,19089,M3
PLAN-00002724,SKU-FLO-020,2025-05-11,15944,15273,M4
PLAN-00002725,SKU-FLO-020,2025-05-18,18287,18956,M6
PLAN-00002726,SKU-FLO-020,2025-05-25,18176,17251,M5
PLAN-00002727,SKU-FLO-020,2025-06-01,19557,20391,M5
PLAN-00002728,SKU-FLO-020,2025-06-08,18974,22024,M2
PLAN-00002729,SKU-FLO-020,2025-06-15,18246,20813,M5
PLAN-00002730,SKU-FLO-020,2025-06-22,18803,19273,M5
PLAN-00002731,SKU-WHO-021,2023-01-01,26895,26957,M2
PLAN-00002732,SKU-WHO-021,2023-01-08,28416,29840,M2
PLAN-00002733,SKU-WHO-021,2023-01-15,27719,31459,M4
PLAN-00002734,SKU-WHO-021,2023-01-22,27943,30288,M2
PLAN-00002735,SKU-WHO-021,2023-01-29,28075,27811,M1
PLAN-00002736,SKU-WHO-021,2023-02-05,27798,27047,M3
PLAN-00002737,SKU-WHO-021,2023-02-12,28376,30903,M6
PLAN-00002738,SKU-WHO-021,2023-02-19,27607,26854,M5
PLAN-00002739,SKU-WHO-021,2023-02-26,29729,27070,M1
PLAN-00002740,SKU-WHO-021,2023-03-05,29333,31320,M6
PLAN-00002741,SKU-WHO-021,2023-03-12,27038,22853,M3
PLAN-00002742,SKU-WHO-021,2023-03-19,30293,29029,M6
PLAN-00002743,SKU-WHO-021,2023-03-26,39261,39655,M6
PLAN-00002744,SKU-WHO-021,2023-04-02,38893,33783,M2
PLAN-00002745,SKU-WHO-021,2023-04-09,36703,39506,M4
PLAN-00002746,SKU-WHO-021,2023-04-16,38558,39688,M2
PLAN-00002747,SKU-WHO-021,2023-04-23,28489,27455,M6
PLAN-00002748,SKU-WHO-021,2023-04-30,27050,27358,M2
PLAN-00002749,SKU-WHO-021,2023-05-07,31592,33748,M1
PLAN-00002750,SKU-WHO-021,2023-05-14,29053,35193,M3
PLAN-00002751,SKU-WHO-021,2023-05-21,28474,24057,M5
PLAN-00002752,SKU-WHO-021,2023-05-28,30827,31519,M3
PLAN-00002753,SKU-WHO-021,2023-06-04,30691,29245,M5
PLAN-00002754,SKU-WHO-021,2023-06-11,27814,31629,M2
PLAN-00002755,SKU-WHO-021,2023-06-18,32197,34841,M3
PLAN-00002756,SKU-WHO-021,2023-06-25,31861,32632,M6
PLAN-00002757,SKU-WHO-021,2023-07-02,31157,32544,M6
PLAN-00002758,SKU-WHO-021,2023-07-09,30632,28232,M6
PLAN-00002759,SKU-WHO-021,2023-07-16,30897,34735,M6
PLAN-00002760,SKU-WHO-021,2023-07-23,31789,33941,M6
PLAN-00002761,SKU-WHO-021,2023-07-30,29181,30255,M1
PLAN-00002762,SKU-WHO-021,2023-08-06,30507,35446,M6
PLAN-00002763,SKU-WHO-021,2023-08-13,29369,30367,M2
PLAN-00002764,SKU-WHO-021,2023-08-20,31386,32468,M2
PLAN-00002765,SKU-WHO-021,2023-08-27,32087,32645,M4
PLAN-00002766,SKU-WHO-021,2023-09-03,32945,34540,M4
PLAN-00002767,SKU-WHO-021,2023-09-10,35074,32903,M5
PLAN-00002768,SKU-WHO-021,2023-09-17,28990,28613,M1
PLAN-00002769,SKU-WHO-021,2023-09-24,30707,30543,M4
PLAN-00002770,SKU-WHO-021,2023-10-01,28321,31219,M5
PLAN-00002771,SKU-WHO-021,2023-10-08,28119,26534,M4
PLAN-00002772,SKU-WHO-021,2023-10-15,29470,33331,M6
PLAN-00002773,SKU-WHO-021,2023-10-22,32148,32462,M6
PLAN-00002774,SKU-WHO-021,2023-10-29,28825,24719,M4
PLAN-00002775,SKU-WHO-021,2023-11-05,27079,24635,M2
PLAN-00002776,SKU-WHO-021,2023-11-12,28300,27510,M4
PLAN-00002777,SKU-WHO-021,2023-11-19,28414,28223,M6
PLAN-00002778,SKU-WHO-021,2023-11-26,27443,28202,M2
PLAN-00002779,SKU-WHO-021,2023-12-03,31325,30750,M1
PLAN-00002780,SKU-WHO-021,2023-12-10,29529,31449,M1
PLAN-00002781,SKU-WHO-021,2023-12-17,32220,30983,M1
PLAN-00002782,SKU-WHO-021,2023-12-24,30499,36169,M4
PLAN-00002783,SKU-WHO-021,2023-12-31,29607,30307,M6
PLAN-00002784,SKU-WHO-021,2024-01-07,28439,28854,M1
PLAN-00002785,SKU-WHO-021,2024-01-14,32220,34100,M5
PLAN-00002786,SKU-WHO-021,2024-01-21,32019,32758,M4
PLAN-00002787,SKU-WHO-021,2024-01-28,28386,25660,M6
PLAN-00002788,SKU-WHO-021,2024-02-04,30424,30585,M4
PLAN-00002789,SKU-WHO-021,2024-02-11,28507,28150,M2
PLAN-00002790,SKU-WHO-021,2024-02-18,29829,34119,M6
PLAN-00002791,SKU-WHO-021,2024-02-25,27893,28668,M4
PLAN-00002792,SKU-WHO-021,2024-03-03,28768,28191,M5
PLAN-00002793,SKU-WHO-021,2024-03-10,39991,39204,M2
PLAN-00002794,SKU-WHO-021,2024-03-17,41529,45600,M2
PLAN-00002795,SKU-WHO-021,2024-03-24,35459,37705,M6
PLAN-00002796,SKU-WHO-021,2024-03-31,35368,30845,M6
PLAN-00002797,SKU-WHO-021,2024-04-07,34334,34109,M1
PLAN-00002798,SKU-WHO-021,2024-04-14,30173,28628,M3
PLAN-00002799,SKU-WHO-021,2024-04-21,28029,25944,M4
PLAN-00002800,SKU-WHO-021,2024-04-28,29080,31858,M1
PLAN-00002801,SKU-WHO-021,2024-05-05,30010,33080,M1
PLAN-00002802,SKU-WHO-021,2024-05-12,31291,33161,M5
PLAN-00002803,SKU-WHO-021,2024-05-19,30301,32033,M2
PLAN-00002804,SKU-WHO-021,2024-05-26,31659,32019,M2
PLAN-00002805,SKU-WHO-021,2024-06-02,27958,29528,M1
PLAN-00002806,SKU-WHO-021,2024-06-09,33304,31578,M5
PLAN-00002807,SKU-WHO-021,2024-06-16,30082,32281,M2
PLAN-00002808,SKU-WHO-021,2024-06-23,29462,31494,M6
PLAN-00002809,SKU-WHO-021,2024-06-30,27175,25109,M3
PLAN-00002810,SKU-WHO-021,2024-07-07,30580,30368,M2
PLAN-00002811,SKU-WHO-021,2024-07-14,32741,32965,M2
PLAN-00002812,SKU-WHO-021,2024-07-21,27776,25860,M6
